gid                 my results          his results         difference          
171196              19.6214448347       19.4814147814       0.140030053278      
86390               29.5289881184       31.2756482511       -1.74666013268      
21138               27.4474622565       24.4945104426       2.95295181385       
52162               25.7134851467       25.8347830642       -0.12129791754      
25354               24.229632334        28.1432984879       -3.9136661539       
47604               26.371702935        28.9763662586       -2.60466332363      
14450               15.2007287662       13.7626996801       1.43802908608       
3174                15.8828749408       15.1651480442       0.717726896569      
124908              17.2957222582       22.9612623142       -5.665540056        
142712              18.3246855237       18.1160355313       0.20864999236       
166720              19.8208462065       24.1293955973       -4.30854939077      
17112               26.280054866        25.6229182237       0.657136642232      
104130              25.3763640517       24.935014504        0.441349547779      
72034               24.9292285929       27.8926441578       -2.96341556493      
147508              25.4258369482       26.3429045677       -0.917067619474     
125620              32.883253901        26.8407337755       6.04252012555       
72810               28.3232532253       32.8265646077       -4.5033113824       
143242              7.20170931844       5.98416585067       1.21754346777       
143243              9.62798537805       7.246014782         2.38197059605       
50477               26.4746863227       33.3155027561       -6.84081643337      
96212               17.9982419104       32.6817889779       -14.6835470675      
30942               23.841764984        30.4440881531       -6.6023231692       
139504              29.6629755188       31.7686471675       -2.10567164872      
85256               27.3085478746       26.9898606387       0.318687235911      
150366              30.5091070156       27.2018464197       3.30726059585       
50904               23.1642965765       26.0118158249       -2.84751924833      
96536               22.3773918722       21.1039613594       1.27343051284       
17830               30.2171666459       27.8155688052       2.40159784072       
137286              25.8654658495       20.9460403422       4.91942550726       
160350              15.3762201417       12.5269614194       2.84925872235       
110002              29.2711838718       27.7367739588       1.53440991302       
67280               29.4607417074       20.9153560976       8.54538560976       
17196               7.13799052983       12.3087658853       -5.17077535551      
104178              27.2343921721       20.7638034332       6.47058873888       
75344               11.2046422521       9.22438998681       1.98025226524       
59590               31.8704518794       32.6219719341       -0.751520054687     
159362              19.9553093514       14.3928912035       5.56241814788       
130926              28.0388762689       28.4480955619       -0.409219292945     
127290              29.1273553711       21.1889109187       7.93844445247       
23260               19.6441796626       22.683654773        -3.03947511039      
1028                28.406480425        30.7482620817       -2.34178165671      
135426              25.7512837519       28.649186699        -2.89790294717      
168272              24.8226459241       29.7315458384       -4.90889991424      
48174               32.3512588653       32.5496166263       -0.198357760964     
145556              29.5769149508       32.9219838818       -3.34506893109      
31696               28.8965861592       26.3756166987       2.5209694605        
111888              13.112455435        14.9177276387       -1.80527220376      
25072               8.67603225043       15.9161675473       -7.24013529691      
47328               17.3833182812       27.1724017459       -9.78908346476      
100246              21.5955402817       27.5924048249       -5.99686454326      
154428              25.8843132786       29.8260396759       -3.94172639731      
88812               29.7486182721       21.699676094        8.04894217807       
110350              28.1054755661       25.2318807132       2.8735948529        
154094              25.3448228111       25.2935727753       0.0512500357688     
159130              1.5                 1.5                 0.0                 
40995               23.3295909067       25.8267081158       -2.4971172091       
127714              15.5625025179       15.9238805041       -0.361377986176     
93546               22.6066502692       32.4155590428       -9.80890877358      
72318               25.5389680314       22.1247662956       3.41420173573       
164862              28.1402855864       26.1116812497       2.02860433672       
170232              18.2816765178       18.2172541094       0.0644224084414     
126380              18.2021498318       18.7547503109       -0.552600479093     
124046              26.7464025663       23.8131732149       2.93322935144       
113210              28.4345748156       29.9004153411       -1.4658405255       
110370              18.598615716        22.2474082481       -3.64879253215      
23562               20.0994189447       26.3329260446       -6.23350709985      
88884               18.967693257        22.2358357536       -3.26814249652      
154114              25.8140927362       19.6686380322       6.14545470392       
165104              30.7873827727       31.4425592858       -0.655176513111     
121154              28.3929560472       26.9907441641       1.40221188315       
110372              19.9864769106       20.8202504988       -0.833773588235     
154116              24.0004894137       32.0029936145       -8.00250420078      
121156              16.4928938302       21.764002274        -5.27110844384      
154118              23.2197168156       23.9184217114       -0.698704895832     
121158              16.3275621163       15.33017947         0.997382646317      
154120              23.9300379201       25.9638538109       -2.03381589083      
34642               27.5728241855       26.4600069929       1.11281719254       
1316                18.7353364709       20.0596893806       -1.32435290969      
137192              24.2069938869       26.5176976764       -2.31070378955      
66662               32.8057100435       31.6363261706       1.16938387293       
142056              19.8270189929       32.3993576455       -12.5723386526      
77320               21.8653794052       29.8528927433       -7.98751333816      
55942               19.1630286444       25.4633586438       -6.3003299994       
11536               21.6243982775       23.3272663709       -1.70286809331      
87814               20.4763256297       26.3172799618       -5.84095433202      
56200               24.0881030897       24.5590798648       -0.470976775004     
33620               27.3119649188       30.6158608905       -3.30389597173      
44736               19.6109739322       20.6657397309       -1.05476579871      
27654               27.238909321        24.4957338223       2.74317549866       
88632               26.1954702163       29.8383885918       -3.64291837549      
27576               26.0207558777       28.2333490315       -2.21259315382      
92840               25.6399637778       23.9740110549       1.66595272295       
158184              25.3706116797       31.3339513936       -5.96333971389      
82100               28.3157491802       29.8492223242       -1.53347314399      
147136              28.1268857585       29.9845367229       -1.85765096435      
125242              30.769248325        32.6870989738       -1.91785064876      
71578               27.3339957521       29.6564061286       -2.32241037656      
18884               28.9861608723       26.6403060453       2.34585482705       
138386              27.1247893342       27.7916356137       -0.666846279442     
41002               28.7983640778       24.5814388623       4.21692521555       
138388              25.8275114719       24.3954414418       1.43207003011       
34255               23.9813824665       26.0214478771       -2.04006541069      
148710              27.1857009368       24.2750765077       2.9106244291        
40358               25.9721685713       22.8752493609       3.09691921039       
137730              24.2614223654       25.0652397317       -0.803817366256     
83640               31.9096068465       19.3451546337       12.5644522127       
125514              33.131644511        23.0341432625       10.0975012485       
27916               25.1081226548       22.3562187366       2.75190391824       
5808                22.2922397797       26.0811006561       -3.78886087645      
5810                22.1599947326       22.8632353238       -0.703240591282     
50122               22.8871778121       27.0093395495       -4.12216173742      
104016              26.035393564        24.8661575926       1.16923597134       
137936              20.4490350229       21.447876636        -0.998841613119     
26326               7.73584398212       7.46480697087       0.271037011251      
6308                28.3000661647       29.0588160839       -0.758749919235     
3456                6.0037364936        7.20792872704       -1.20419223344      
134162              3.12278499002       6.82302145353       -3.70023646351      
169738              28.2960325499       25.1652406422       3.13079190761       
41006               18.7535917105       22.0363458499       -3.28275413933      
138392              21.6793964444       24.8907158086       -3.21131936421      
162492              10.3845947744       12.7546451057       -2.37005033133      
86290               33.2656182656       30.9697378501       2.29588041546       
151426              25.1861074927       30.3282640345       -5.1421565418       
173248              30.7451463579       32.148229104        -1.40308274614      
86276               29.1598548458       31.4942819865       -2.33442714063      
21012               29.2548289254       30.8064977619       -1.55166883654      
54276               30.9265215071       32.0018479958       -1.07532648865      
65028               20.0450004159       29.2321718247       -9.18717140882      
65030               18.2831384714       22.5797562292       -4.2966177578       
125660              27.5844560498       29.8532714168       -2.26881536702      
114794              29.634788334        29.8135757727       -0.178787438705     
113736              28.0329855827       30.2558730324       -2.22288744967      
71064               28.5743386104       31.5524291001       -2.97809048972      
1140                28.3934092342       24.8938314677       3.49957776645       
1142                26.0301939827       32.3350510502       -6.30485706754      
50876               25.3980868174       25.813809051        -0.415722233571     
17694               32.7160909481       33.0369056817       -0.320814733618     
50878               31.3112334508       29.2761350106       2.03509844026       
148136              31.1908763566       28.2659885263       2.92488783022       
166480              27.7263746214       31.0243645197       -3.29798989822      
42842               17.5241237091       13.3498161034       4.17430760577       
138278              24.4097351977       26.2835269792       -1.87379178149      
40904               31.9260299592       27.0154589116       4.91057104758       
52056               30.9715645122       27.555547196        3.41601731624       
71992               26.8580787374       31.6523297508       -4.79425101337      
104080              32.1987840898       22.3680469681       9.83073712176       
81222               29.9803412587       17.2830152758       12.6973259829       
15728               25.076102972        26.5301898162       -1.45408684416      
26024               29.4834500656       26.1776919293       3.30575813629       
3872                24.1429223471       26.8281594283       -2.68523708128      
144869              25.6988055355       25.8506094716       -0.151803936114     
4730                30.5644105706       27.1542918556       3.41011871504       
49008               30.7041115461       27.1144837491       3.58962779696       
60112               32.6590027715       27.635633443        5.02336932847       
208                 16.3697633909       16.0411882111       0.328575179808      
169698              10.125228829        10.5193541546       -0.394125325638     
169700              27.0968622137       28.7926143508       -1.69575213709      
82766               21.7991796416       15.5688846891       6.23029495253       
126698              23.3728206079       22.4811907151       0.891629892824      
159808              31.9434819325       20.9298321958       11.0136497366       
9804                22.647481332        28.092863023        -5.44538169099      
62936               28.0069106481       27.4630856472       0.543825000909      
17890               26.322990623        29.56199427         -3.23900364702      
94136               22.0753110919       27.1737727505       -5.09846165864      
159424              22.2466170741       27.0348644653       -4.78824739121      
126362              21.1282640622       27.009253187        -5.88098912475      
159426              29.6011786956       31.1018167022       -1.50063800663      
28256               25.0869803321       29.2053333557       -4.11835302368      
6274                24.5918809468       32.8003644382       -8.20848349134      
93548               24.3832148392       30.4061441653       -6.02292932604      
158916              26.8326381685       27.7291226028       -0.896484434278     
82752               28.7640144528       31.951070757        -3.18705630419      
104396              25.8435859968       32.0337530346       -6.19016703775      
72326               30.8460906601       30.2499134086       0.596177251562      
82749               29.2200482496       29.8740708721       -0.654022622496     
125864              32.9166874674       31.2160278866       1.70065958075       
80961               4.31256838008       4.64470311853       -0.332134738453     
29712               32.5656212069       22.2188181006       10.3468031064       
41550               15.837360122        16.3561604196       -0.518800297667     
150998              10.9267191972       12.103501978        -1.17678278083      
122964              18.7825480878       16.0759592033       2.7065888845        
153386              25.4862374021       22.4443255342       3.04191186786       
77676               29.5351095532       31.7969906984       -2.2618811452       
99216               29.6817012349       26.5809518172       3.10074941774       
120839              6.48836095902       8.97784930493       -2.48948834591      
11976               9.55852150978       8.118322371         1.44019913878       
88160               25.7677402544       19.0930927957       6.67464745872       
45269               3.43278485676       4.35708701063       -0.924302153868     
6812                29.6936921307       27.6150718103       2.07862032039       
95580               18.8921237382       19.3091562662       -0.417032527995     
74084               15.4881631123       27.8131699062       -12.3250067939      
19250               17.6734269193       27.6128320167       -9.93940509738      
51032               18.393010074        19.7512560466       -1.35824597263      
148270              22.0817061168       27.2549275927       -5.17322147594      
38952               21.4319328502       29.9386337045       -8.50670085426      
88416               22.1638458739       19.234539482        2.92930639194       
156545              6.68653571333       4.70074216667       1.98579354666       
49198               21.7501171893       20.6665227775       1.08359441181       
146624              14.9891884683       12.9645838715       2.02460459681       
142462              6.49384663827       5.86466162127       0.629185016992      
103440              24.1367238589       28.8934371294       -4.75671327053      
48960               26.2926763419       27.9244840106       -1.63180766865      
60062               30.1382017249       20.4297216723       9.70848005256       
93914               25.291445836        25.3046399253       -0.0131940893159    
127296              26.0959787839       24.9539573541       1.1420214298        
50536               12.7475335915       12.670761034        0.0767725574545     
147812              20.7947984835       20.6850154095       0.109783073947      
170536              23.6824033743       26.1078538534       -2.42545047912      
37958               18.9357902077       27.1157598414       -8.17996963368      
147794              23.759166211        20.9192890412       2.83987716983       
162220              22.4755629355       22.330030954        0.145531981498      
67830               8.47061722952       9.5592180658        -1.08860083629      
107430              21.5470879588       25.815495655        -4.26840769626      
75308               25.7745766133       24.8590730063       0.915503607009      
150970              21.2911623713       21.9928545492       -0.701692177858     
128950              27.0344397248       24.1503868155       2.8840529093        
31550               5.39439601856       10.8934166243       -5.49902060577      
67585               26.3649676106       29.8512908329       -3.48632322234      
123618              25.4072614771       31.4558310312       -6.04856955411      
112790              23.0774964641       26.9558295396       -3.87833307556      
112792              26.2364142629       25.595009286        0.641404976923      
147770              30.7536388715       24.9811984255       5.77244044608       
119934              28.5233786695       31.05616651         -2.53278784045      
66542               31.2950826171       24.0845954399       7.21048717717       
98774               28.7888710364       27.0555707212       1.73330031516       
66544               28.6839468261       27.8804762519       0.803470574268      
98776               26.9573715181       27.6813777643       -0.72400624627      
109358              28.4529834105       26.7084524647       1.7445309458        
109360              27.6142567443       28.3866036555       -0.772346911217     
109362              23.7157400505       24.3294929702       -0.613752919691     
66546               25.3240358545       24.6072198808       0.716815973747      
15788               11.6792650265       14.2997312937       -2.62046626716      
4594                13.8312155198       17.5233165814       -3.69210106159      
48892               13.2954577779       13.2077047888       0.0877529890927     
59990               17.5467821131       18.1349768634       -0.588194750315     
137660              27.71129137         31.4304091532       -3.7191177832       
82824               30.9767639978       30.7521945556       0.224569442202      
17488               24.0761852928       24.9817515648       -0.905566272054     
6624                17.8546936035       17.6924354615       0.162258142005      
109828              23.060095127        21.2709126654       1.78918246159       
22962               16.4472020761       16.1958050208       0.251397055357      
24920               1.5                 1.5                 0.0                 
116427              8.2325880589        7.48859313172       0.743994927181      
23657               26.7862998363       26.2066722842       0.579627552034      
90436               27.7669152904       28.4580164908       -0.691101200398     
56822               28.0721249179       31.175334897        -3.10320997909      
16126               25.0905843315       25.878604472        -0.788020140546     
137268              23.7532777668       31.2795862216       -7.52630845482      
126270              29.7696087235       26.996563737        2.77304498643       
72826               26.332307521        24.5957969261       1.73651059488       
34952               31.4931341127       32.6059806453       -1.11284653261      
46134               30.7787675325       30.8396523783       -0.0608848457667    
12952               29.8976139368       30.6271911597       -0.729577222879     
46130               23.1914506673       23.506128001        -0.314677333689     
11462               13.8573874473       15.8732962614       -2.01590881404      
136964              22.3141380518       24.8858524854       -2.57171443358      
169670              17.126418985        24.6093337517       -7.48291476672      
159850              23.4244145812       23.1425280951       0.281886486087      
165359              17.5260705244       19.0331626419       -1.50709211744      
143451              10.3343992015       10.7205158308       -0.386116629214     
124031              31.5202238204       22.5972915849       8.92293223545       
156991              27.7013655891       27.8211743583       -0.119808769189     
91685               29.9241648918       25.9323233274       3.99184156446       
4261                26.7930614382       27.4516898353       -0.658628397176     
15515               22.0268629106       23.9348985731       -1.9080356625       
16900               16.9070262664       29.8152134144       -12.908187148       
136370              16.2907790066       30.3972535078       -14.1064745012      
125432              17.8266001517       18.8338158858       -1.00721573401      
11670               28.7619073489       29.0762452905       -0.314337941647     
44860               28.237316268        28.2680314105       -0.0307151424677    
11672               27.9249034516       30.2152066869       -2.29030323532      
44862               25.5173756184       31.8364235355       -6.3190479171       
142186              24.2331579824       23.3019047055       0.931253276965      
77432               20.8282940341       25.8924526895       -5.06415865537      
98970               19.2961670104       25.8906307959       -6.5944637855       
153128              18.879028878        26.0726059414       -7.19357706333      
77434               30.6878677382       32.0294556076       -1.34158786931      
11674               25.0426789816       30.290060553        -5.24738157138      
44864               21.9556285382       23.9471594213       -1.99153088314      
131601              24.0612150942       19.9567674566       4.1044476376        
60044               9.1429714242        8.98470866256       0.158262761634      
62950               29.5782456839       25.1464216771       4.43182400679       
115528              20.7645698173       24.6395201119       -3.87495029464      
72878               30.0543834431       20.6369124128       9.41747103022       
61528               27.8637284669       19.013072974        8.85065549287       
147832              25.5952393184       25.4052582992       0.189981019248      
82802               19.718640412        32.1303845981       -12.4117441861      
61530               20.2950993272       29.4152632375       -9.12016391033      
61532               25.8709122499       29.4565638004       -3.58565155047      
17448               29.4460130437       16.7237406675       12.7222723763       
61453               13.1831118563       11.3820566761       1.8010551802        
168514              29.3898717723       21.601060941        7.78881083135       
124748              24.6833717686       20.6302843934       4.05308737524       
27124               8.16970044217       8.52326002442       -0.353559582251     
4984                24.2691316088       23.3187016666       0.950429942199      
159813              24.7291193885       28.8834120744       -4.1542926859       
126705              26.5641126739       29.2586836892       -2.69457101527      
159811              22.6537457489       21.2582616143       1.39548413462       
94573               31.2436518632       26.7690744387       4.47457742445       
29637               15.7925341132       25.387898246        -9.59536413283      
28948               20.7435018685       23.2998991853       -2.55639731682      
42676               23.3961529084       25.56026438         -2.16411147154      
53774               25.2970855258       23.6495215378       1.64756398801       
99593               14.8113507531       15.1416767482       -0.330325995131     
99592               17.9016252379       12.9171569261       4.98446831182       
109826              29.7161634216       29.3380905178       0.378072903795      
